trip_id,date,route_id,driver_id,bus_id,passengers,delay_min,revenue_usd
1653,09-25-2023,2,170,84,54,0.0,605.28
1654,12/07/2023,14,159,44,70,999.0,516.81
1655,2022-10-10,21,140,27,62,-5.0,1235.61
1656,02/03/2023,15,35,17,54,,1669.52
1657,07-28-2022,22,138,98,21,5.0,269.08
1658,2024-08-11,1,142,26,24,999.0,
1659,05-17-2023,10,134,26,22,15.0,1300.37
1660,01-12-2023,18,139,55,36,-5.0,1855.08
1661,09/06/2022,22,63,60,16,5.0,1066.49
1662,12-16-2022,4,86,36,12,,1712.11
1663,02-27-2024,5,114,48,86,15.0,1752.09
1664,26/01/2023,10,124,79,17,-5.0,
1665,01-28-2024,1,70,19,43,0.0,1970.41
1666,04-28-2023,24,102,25,38,0.0,355.42
1667,03/12/2022,7,193,27,16,10.0,1675.47
1668,31/08/2024,2,158,39,36,5.0,1786.24
1669,2024-01-02,11,30,33,79,-5.0,1281.92
1670,2024-01-31,21,144,49,35,120.0,
1671,04-07-2022,2,124,7,74,999.0,69.69
1672,2022-09-27,16,165,72,66,10.0,32.34
1673,21/08/2022,20,151,81,11,,314.25
1674,08-05-2024,23,81,27,66,10.0,
1675,07-14-2023,7,163,45,12,,1382.53
1676,12-08-2023,21,78,14,23,15.0,1518.61
1677,02/04/2024,11,65,27,32,999.0,
1678,05-05-2024,2,168,63,9,0.0,545.26
1679,07-02-2023,5,126,26,5,0.0,1327.12
1680,07-04-2024,23,61,97,24,10.0,865.79
1681,16/07/2022,6,96,17,80,-5.0,1304.44
1682,06-07-2022,2,75,40,11,15.0,390.28
1683,2024-10-01,22,102,47,70,120.0,1570.14
1684,25/03/2022,25,147,64,42,,
1685,2022-02-20,16,49,55,84,,436.05
1686,2022-09-02,15,165,88,34,10.0,1381.56
1687,2023-06-06,18,20,3,83,-5.0,763.63
1688,02-07-2023,3,188,39,58,10.0,1199.57
1689,09/09/2022,18,200,25,34,-5.0,1783.78
1690,2024-08-24,16,151,29,12,20.0,598.22
1691,2023-10-19,1,156,68,34,120.0,1863.93
1692,06-03-2022,8,192,86,23,0.0,1436.49
1693,03-01-2024,13,24,76,86,10.0,1007.07
1694,11-16-2023,15,98,65,71,20.0,194.21
1695,26/08/2022,19,11,15,27,10.0,50.7
1696,06/03/2024,19,157,52,14,120.0,1266.76
1697,2023-01-15,23,143,2,73,999.0,1267.69
1698,01-05-2022,5,106,91,9,,598.08
1699,28/07/2022,21,182,16,11,120.0,907.77
1700,2023-02-27,22,195,56,9,,932.68
1701,01-23-2024,24,200,45,52,120.0,1868.72
1702,2023-09-22,7,195,68,78,999.0,586.18
1703,2023-01-23,14,117,93,54,20.0,1367.49
1704,2023-03-16,16,99,24,63,999.0,457.71
1705,06/04/2022,23,150,29,74,0.0,594.06
1706,2022-10-12,16,106,30,70,999.0,79.35
1707,11-26-2022,6,6,25,8,5.0,1772.74
1708,11/01/2024,14,159,84,28,0.0,
1709,2022-08-06,6,123,19,80,15.0,1455.97
1710,07-16-2023,12,102,1,24,10.0,956.12
1711,2024-08-25,23,85,78,82,,598.93
1712,2022-06-21,14,65,95,55,,320.26
1713,2023-09-16,21,168,38,75,10.0,131.04
1714,06/04/2022,7,83,18,10,,1473.94
1715,24/12/2022,23,38,10,40,999.0,1085.42
1716,2022-11-13,7,1,34,17,-5.0,1260.43
1717,2024-09-24,1,78,11,36,5.0,221.08
1718,2023-12-10,8,19,92,18,,1787.12
1719,19/02/2024,3,117,14,26,20.0,1164.96
1720,23/04/2023,2,47,85,75,5.0,524.74
1721,2024-11-03,8,169,55,62,20.0,1152.2
1722,2022-11-26,10,2,98,71,20.0,414.22
1723,2023-09-20,1,124,22,85,20.0,1883.68
1724,2022-11-06,20,34,12,27,5.0,154.83
1725,01-18-2023,25,190,3,81,20.0,1290.81
1726,2022-08-03,1,57,89,80,-5.0,451.37
1727,2022-10-31,18,51,54,43,120.0,1298.16
1728,26/09/2022,24,61,86,64,0.0,1174.92
1729,2022-10-14,15,166,20,76,20.0,1711.78
1730,04-10-2023,4,73,86,74,10.0,719.68
1731,2022-03-21,9,14,28,80,0.0,721.0
1732,2024-07-26,9,74,65,48,5.0,1696.47
1733,05-16-2024,4,81,80,65,0.0,854.55
1734,11-28-2023,1,3,48,54,-5.0,1091.41
1735,12-23-2022,22,28,24,30,120.0,806.93
1736,05-21-2023,4,132,8,68,0.0,353.87
1737,26/04/2023,20,137,2,71,15.0,1744.12
1738,11-17-2022,18,6,9,37,999.0,72.41
1739,04-06-2022,16,107,99,50,999.0,
1740,23/07/2024,13,95,18,36,5.0,1619.9
1741,23/03/2022,25,65,7,11,15.0,106.94
1742,12-12-2023,5,47,63,23,15.0,654.01
1743,2024-12-26,1,60,19,17,15.0,690.63
1744,2022-08-23,1,14,11,47,999.0,1621.39
1745,23/09/2022,16,193,37,69,5.0,745.99
1746,02/06/2024,20,57,100,17,999.0,953.48
1747,2022-02-16,9,168,89,19,-5.0,1506.18
1748,24/01/2022,11,129,76,19,999.0,914.41
1749,12-11-2024,14,133,67,78,999.0,1774.99
1750,31/08/2024,20,11,77,15,999.0,1861.46
1751,29/05/2022,16,17,71,36,120.0,
1752,02/03/2022,13,68,62,56,10.0,1401.65
1753,08-22-2024,17,126,96,27,999.0,1313.35
1754,27/12/2024,4,169,15,74,999.0,1941.0
1755,12-16-2023,15,112,32,44,10.0,425.53
1756,06/08/2023,10,75,86,83,999.0,1624.94
1757,02-06-2024,16,76,80,27,,1931.77
1758,07-21-2022,5,20,64,69,15.0,
1759,2022-10-13,19,115,29,38,,854.94
1760,28/08/2023,23,155,7,25,-5.0,734.19
1761,2023-10-07,9,200,61,63,120.0,1854.28
1762,02-22-2022,14,194,58,9,0.0,443.55
1763,12-16-2022,20,169,14,42,20.0,835.92
1764,01-15-2024,17,87,94,60,120.0,1463.85
1765,2023-06-25,23,95,42,18,20.0,1101.32
1766,06-04-2022,25,132,42,37,0.0,336.29
1767,26/09/2022,16,155,19,46,10.0,1731.77
1768,2023-07-04,15,55,83,80,,22.68
1769,06-24-2022,13,176,74,40,0.0,545.91
1770,2022-02-16,18,80,13,9,999.0,992.4
1771,2023-05-27,25,116,36,78,999.0,762.79
1772,02/05/2023,4,1,76,64,120.0,275.85
1773,2024-10-07,1,89,68,47,20.0,1903.01
1774,08/01/2023,17,75,35,44,20.0,1041.46
1775,06/06/2023,3,136,21,76,15.0,1848.38
1776,05-12-2022,2,48,26,85,0.0,1911.78
1777,05-04-2022,7,180,95,89,0.0,1600.04
1778,2023-04-07,22,96,39,67,999.0,
1779,08-16-2022,9,186,73,10,0.0,1174.29
1780,02-09-2022,8,68,12,55,120.0,690.41
1781,21/03/2022,6,73,42,79,,679.23
1782,20/03/2024,20,162,74,19,,1852.47
1783,10-24-2024,18,97,64,81,5.0,353.67
1784,08/01/2023,20,123,27,52,-5.0,423.57
1785,2024-12-05,13,93,78,40,,1950.54
1786,2023-04-11,6,52,99,37,,140.88
1787,03-06-2023,11,134,1,37,15.0,1814.42
1788,15/02/2023,20,62,71,66,999.0,1095.7
1789,07-18-2024,1,52,59,33,-5.0,565.23
1790,28/10/2023,15,4,49,71,0.0,931.65
1791,18/05/2022,24,103,45,69,5.0,582.16
1792,16/11/2023,23,123,86,71,10.0,1046.11
1793,12-16-2022,14,104,77,72,20.0,264.8
1794,12-17-2022,4,151,23,37,120.0,725.21
1795,25/01/2022,16,199,15,33,0.0,939.03
1796,2023-04-17,9,130,91,36,,1308.02
1797,05/07/2024,24,156,10,83,999.0,852.38
1798,2022-12-27,16,65,50,37,5.0,1064.53
1799,08-11-2022,8,14,4,19,5.0,
1800,07-08-2023,16,108,37,86,5.0,1224.19
1801,10-02-2024,20,95,68,25,0.0,1415.87
1802,2022-10-03,6,156,73,33,,1695.25
1803,2023-12-02,10,39,13,48,10.0,1827.15
1804,05-13-2022,16,150,7,14,0.0,1209.79
1805,25/01/2024,8,109,2,41,0.0,1190.48
1806,10-12-2024,22,119,2,51,20.0,1262.94
1807,2022-02-22,2,49,28,21,10.0,327.68
1808,2023-03-28,15,197,6,90,999.0,1208.42
1809,16/03/2023,17,29,29,52,5.0,1563.29
1810,11/08/2022,13,129,32,12,-5.0,322.85
1811,09-05-2023,7,148,1,70,120.0,
1812,05/02/2022,17,128,84,45,999.0,1768.06
1813,23/03/2023,20,184,42,28,,342.06
1814,18/02/2023,13,124,67,89,10.0,1930.73
1815,2022-01-07,6,178,94,75,20.0,481.5
1816,2022-05-23,9,107,97,83,5.0,1885.63
1817,12-13-2024,22,173,4,71,5.0,388.5
1818,19/06/2022,14,24,59,44,10.0,317.0
1819,2022-11-27,17,26,47,16,0.0,1566.84
1820,01-18-2023,17,158,83,59,20.0,1190.24
1821,05/08/2023,8,122,66,20,10.0,1517.06
1822,08-30-2024,14,200,68,46,-5.0,1226.49
1823,12-01-2023,19,87,58,79,-5.0,1541.56
1824,2022-05-07,12,140,39,30,120.0,79.52
1825,2023-12-18,11,39,8,27,0.0,1398.42
1826,15/12/2023,5,14,95,83,5.0,646.68
1827,11-25-2022,4,2,87,63,999.0,307.59
1828,05/06/2024,22,199,69,6,999.0,1039.38
1829,2023-03-19,21,105,1,28,5.0,590.77
1830,2022-05-01,25,200,37,67,0.0,1353.31
1831,2023-09-30,2,92,83,50,20.0,1704.02
1832,11/02/2024,20,10,33,87,120.0,123.04
1833,2024-07-24,6,11,82,78,10.0,458.4
1834,10-09-2023,24,192,84,40,5.0,1958.72
1835,2022-08-18,18,186,12,20,10.0,1250.67
1836,2023-12-05,8,15,65,85,15.0,624.95
1837,2024-04-15,11,29,84,60,0.0,411.8
1838,12-16-2022,1,183,2,21,120.0,1501.76
1839,12-19-2022,20,54,58,51,20.0,309.79
1840,2023-07-19,2,189,47,21,0.0,
1841,2024-01-06,17,137,99,54,10.0,973.5
1842,04/10/2022,16,180,35,55,15.0,
1843,02-16-2024,2,101,49,75,20.0,1857.18
1844,2024-02-12,13,193,34,58,999.0,162.95
1845,03/03/2023,8,158,1,31,0.0,664.54
1846,29/11/2022,7,94,85,28,20.0,1972.87
1847,09-20-2022,7,13,95,17,0.0,143.01
1848,2022-08-12,14,160,17,63,,772.29
1849,03-30-2023,19,75,18,55,999.0,
1850,04/03/2023,21,196,91,65,10.0,87.81
1851,05-31-2022,17,127,72,66,10.0,1177.77
1852,24/02/2022,12,81,43,84,-5.0,25.0
1853,06-02-2024,14,75,39,28,-5.0,673.47
1854,2022-05-11,3,177,26,88,5.0,651.4
1855,03-17-2023,16,166,97,68,20.0,1752.29
1856,2022-11-19,6,197,36,62,10.0,1931.64
1857,24/09/2022,23,20,19,10,0.0,767.89
1858,16/04/2022,19,45,83,47,-5.0,22.82
1859,2024-11-26,11,186,12,90,120.0,334.64
1860,07/10/2023,21,117,8,49,20.0,1549.69
1861,04-09-2022,24,163,67,51,999.0,771.41
1862,2023-08-29,2,31,50,63,15.0,497.92
1863,2024-07-03,24,144,30,28,-5.0,381.89
1864,01-08-2023,13,65,26,74,10.0,57.04
1865,09-20-2023,1,127,63,18,999.0,
1866,2024-02-18,21,98,100,13,999.0,188.48
1867,09/07/2023,6,111,37,68,20.0,946.3
1868,2023-11-10,15,48,2,47,10.0,
1869,03-24-2023,8,35,77,88,0.0,792.58
1870,06-05-2024,4,29,88,81,-5.0,879.13
1871,11-29-2023,6,177,56,64,20.0,
1872,2023-01-21,12,57,64,45,,1493.7
1873,26/05/2023,14,49,19,85,20.0,504.89
1874,12/08/2022,14,61,76,73,20.0,256.89
1875,09-07-2022,12,160,46,75,0.0,185.16
1876,01-19-2022,1,192,67,65,0.0,1533.31
1877,09-04-2023,18,69,20,80,10.0,401.08
1878,2024-12-06,23,52,22,72,0.0,1528.65
1879,02-08-2024,13,96,59,49,20.0,285.94
1880,19/08/2023,6,145,96,39,-5.0,148.85
1881,22/12/2024,6,172,12,59,999.0,985.71
1882,09-19-2024,19,143,98,44,120.0,1305.88
1883,13/04/2024,20,75,92,52,20.0,640.64
1884,07-28-2023,4,166,8,6,10.0,1471.5
1885,08-20-2022,9,111,87,84,999.0,901.21
1886,2023-10-06,4,66,40,41,,1273.81
1887,24/10/2022,7,120,2,40,,1437.89
1888,2024-02-02,12,93,90,68,20.0,1253.84
1889,2023-07-13,1,69,19,19,-5.0,956.93
1890,01-09-2022,21,33,100,11,0.0,884.6
1891,02/12/2023,12,29,3,26,5.0,1497.41
1892,03-07-2023,14,180,51,64,120.0,1092.41
1893,12-08-2023,19,91,42,81,,
1894,11-01-2022,4,117,86,18,120.0,
1895,01-07-2022,24,179,30,48,999.0,121.06
1896,03-22-2024,21,93,30,90,20.0,158.68
1897,05-08-2023,25,15,34,28,5.0,1979.58
1898,25/04/2022,20,175,46,89,0.0,993.21
1899,2024-01-15,3,106,42,83,-5.0,1648.99
1900,04/03/2022,1,106,74,49,20.0,1654.43
1901,2024-10-25,15,141,10,6,0.0,
1902,2023-04-20,13,47,89,5,999.0,1906.43
1903,2023-09-10,18,28,55,85,,370.13
1904,01-13-2022,11,100,51,87,15.0,340.17
1905,2022-07-08,14,177,65,59,0.0,1805.91
1906,29/04/2024,15,200,46,42,,1050.07
1907,2023-03-14,17,138,59,75,-5.0,
1908,06/08/2022,2,42,96,39,,792.59
1909,2024-10-11,10,160,74,80,999.0,641.83
1910,04-28-2023,25,111,73,85,5.0,1195.95
1911,07-29-2023,24,98,87,43,15.0,775.3
1912,2024-01-09,20,20,77,28,15.0,
1913,03-27-2022,20,171,98,11,5.0,1883.44
1914,2024-09-16,19,51,59,13,15.0,
1915,05-12-2022,25,88,88,9,15.0,825.26
1916,07/03/2024,17,36,52,56,15.0,726.08
1917,13/02/2023,1,123,11,29,15.0,923.11
1918,03-10-2024,5,118,10,90,-5.0,63.61
1919,31/01/2022,18,135,72,45,20.0,1692.62
1920,05-18-2022,20,184,99,26,0.0,277.94
1921,27/08/2023,3,67,88,81,10.0,1077.8
1922,30/06/2023,5,157,48,76,15.0,163.75
1923,09-07-2022,16,132,52,14,,1751.62
1924,2024-09-04,7,62,100,42,999.0,187.84
1925,11-16-2023,3,72,62,30,20.0,551.9
1926,19/01/2022,1,80,40,25,15.0,1326.72
1927,09/08/2022,2,98,38,64,15.0,1692.99
1928,03-21-2023,5,146,2,72,999.0,1978.94
1929,09-24-2023,2,100,6,34,15.0,1584.65
1930,2022-04-20,5,74,90,59,-5.0,1389.01
1931,2023-03-04,12,175,75,64,120.0,360.64
1932,05-25-2023,6,118,41,80,-5.0,1557.56
1933,2023-05-04,13,50,19,62,15.0,573.25
1934,27/04/2024,9,114,90,56,0.0,1251.16
1935,04-13-2023,5,177,15,57,20.0,1194.83
1936,01-07-2024,24,61,83,75,0.0,1529.13
1937,2023-12-01,18,113,71,70,5.0,1629.55
1938,03/10/2023,10,68,70,66,15.0,789.32
1939,2023-08-26,1,81,77,30,5.0,1838.16
1940,2022-12-19,11,141,100,14,,1609.24
1941,01-25-2024,18,84,63,38,5.0,1346.68
1942,2024-09-26,1,196,78,13,0.0,834.21
1943,07-24-2023,5,22,74,21,15.0,678.15
1944,24/11/2024,12,192,10,68,10.0,389.11
1945,29/08/2023,10,23,55,89,,1430.27
1946,02-04-2024,4,173,80,30,5.0,422.11
1947,2022-04-30,17,27,49,63,120.0,1655.63
1948,09-06-2024,12,91,77,25,,1197.71
1949,18/08/2024,5,124,12,30,,1801.26
1950,2024-04-12,22,182,22,25,5.0,
1951,08-30-2023,20,62,84,59,0.0,1165.41
1952,25/05/2023,15,87,16,88,,1519.13
1953,01/01/2025,24,69,5,49,999.0,849.63
1954,2022-10-02,10,176,97,25,0.0,1314.83
1955,2023-03-03,25,100,96,20,120.0,160.43
1956,10/02/2024,1,57,36,6,-5.0,
1957,01-12-2022,17,51,95,64,15.0,1106.95
1958,12-14-2022,10,41,76,50,999.0,1535.81
1959,18/08/2022,5,42,90,73,10.0,1416.95
1960,27/01/2023,22,12,78,52,0.0,
1961,01-02-2023,10,169,21,67,,100.12
1962,01/06/2024,4,27,69,52,5.0,1264.08
1963,2023-10-22,25,138,13,27,10.0,1011.28
1964,2022-06-21,2,117,18,68,15.0,504.91
1965,14/08/2022,4,148,75,49,,1330.39
1966,01-26-2024,21,31,78,8,15.0,1214.93
1967,08-23-2023,10,118,10,76,15.0,
1968,12-15-2022,17,13,44,64,0.0,356.51
1969,30/01/2023,15,62,15,71,20.0,1150.61
1970,2023-06-25,8,189,63,66,10.0,1771.43
1971,04-25-2023,22,199,12,58,0.0,
1972,09-24-2024,22,121,75,49,120.0,
1973,19/01/2023,10,180,99,18,15.0,38.06
1974,05-11-2024,9,109,37,67,999.0,521.93
1975,09-26-2023,20,54,71,7,-5.0,1952.94
1976,30/12/2022,6,120,33,56,999.0,1611.83
1977,2022-12-10,7,46,80,75,5.0,1613.74
1978,08-30-2024,25,39,49,28,20.0,1222.73
1979,11/04/2024,11,22,2,88,0.0,993.1
1980,12-07-2022,5,195,40,74,0.0,1801.02
1981,04-21-2022,23,32,33,57,10.0,1071.14
1982,2022-07-18,3,154,77,10,15.0,125.35
1983,09/10/2023,12,68,59,81,10.0,1516.19
1984,18/01/2022,21,191,17,38,15.0,
1985,04/02/2022,23,30,88,38,10.0,1546.62
1986,07-10-2023,13,117,62,19,999.0,743.41
1987,08-24-2022,13,189,84,77,10.0,
1988,2022-07-08,11,30,56,34,15.0,1978.06
1989,19/05/2023,24,64,80,64,-5.0,508.89
1990,11-13-2022,8,59,96,45,20.0,531.06
1991,17/03/2022,24,200,12,21,,831.31
1992,01-10-2023,8,151,70,14,-5.0,489.93
1993,15/10/2023,5,136,45,86,20.0,1826.65
1994,05/11/2022,15,174,65,42,-5.0,1008.41
1995,2024-12-22,21,181,93,23,999.0,711.37
1996,04-10-2022,14,113,29,60,999.0,338.26
1997,08-16-2023,1,52,24,23,0.0,783.45
1998,04-13-2022,3,111,96,69,0.0,1972.44
1999,2023-06-17,16,88,19,22,120.0,940.56
2000,03-01-2024,14,146,70,72,20.0,1800.41
2001,15/11/2024,16,88,17,69,0.0,1189.79
2002,05-28-2023,13,194,88,64,20.0,396.5
2003,17/09/2024,19,123,69,81,10.0,320.65
2004,2022-05-29,17,43,95,45,-5.0,1040.6
2005,03-25-2024,10,63,95,58,15.0,330.02
2006,27/03/2023,13,159,49,51,120.0,154.39
2007,16/01/2023,14,25,91,90,120.0,100.57
2008,2023-12-23,9,169,18,77,-5.0,1424.92
2009,14/04/2023,25,156,25,50,,1204.2
2010,2022-02-16,2,189,67,15,15.0,1212.29
2011,07-09-2024,20,51,72,89,,65.41
2012,04-24-2023,20,98,95,24,,1480.41
2013,27/01/2024,14,14,42,50,0.0,1810.89
2014,05/01/2023,22,90,14,73,15.0,1616.23
2015,08-28-2022,19,134,62,77,15.0,1754.32
2016,20/10/2022,18,25,79,47,999.0,649.6
2017,2022-07-03,22,145,78,68,-5.0,1404.97
2018,26/11/2023,13,144,25,71,120.0,142.0
2019,07/05/2023,24,121,9,25,5.0,44.34
2020,04-02-2022,18,19,54,40,999.0,884.36
2021,01-07-2024,18,14,34,14,120.0,1431.5
2022,10-27-2024,3,158,16,17,5.0,534.07
2023,31/10/2022,2,102,75,7,10.0,1067.53
2024,10/10/2022,11,171,69,88,0.0,
2025,2023-08-07,20,193,6,79,0.0,
2026,03/05/2023,18,155,59,35,,766.6
2027,08/08/2022,23,107,93,30,-5.0,251.89
2028,08-27-2024,20,44,77,70,0.0,
2029,2023-03-11,16,16,47,71,120.0,1720.1
2030,2022-08-15,4,191,75,55,10.0,727.53
2031,01-07-2022,4,29,65,8,0.0,356.35
2032,2024-09-26,13,156,23,44,-5.0,1514.49
2033,26/11/2024,21,57,41,82,20.0,1241.8
2034,2023-05-07,14,112,33,42,15.0,1751.66
2035,2024-08-08,6,128,84,53,999.0,1593.53
2036,26/02/2024,9,32,71,64,0.0,1931.43
2037,31/08/2024,3,128,85,23,,1250.3
2038,2023-07-16,15,95,16,85,10.0,1081.27
2039,03-13-2023,17,98,11,27,-5.0,458.72
2040,09-04-2024,25,83,26,7,0.0,696.27
2041,12-10-2022,24,125,36,17,15.0,160.27
2042,2022-02-02,1,183,44,47,-5.0,403.08
2043,22/04/2024,20,11,27,84,999.0,514.53
2044,12-07-2024,10,32,68,28,120.0,
2045,01-26-2022,24,39,19,36,20.0,1570.56
2046,2022-04-13,9,148,2,82,-5.0,
2047,17/12/2024,9,146,39,56,120.0,1196.9
2048,2022-11-23,20,119,62,55,-5.0,778.42
2049,09/04/2022,6,152,35,74,999.0,34.58
2050,02-18-2022,2,187,25,6,999.0,
2051,23/10/2022,16,188,77,83,120.0,643.23
2052,15/09/2022,20,179,61,42,5.0,1969.48
2053,11/11/2022,8,175,74,58,20.0,42.34
2054,03-18-2023,5,72,38,20,5.0,347.58
2055,2022-09-27,2,98,24,10,5.0,597.51
2056,08-17-2023,7,106,99,77,20.0,971.95
2057,18/11/2024,3,176,48,37,120.0,553.22
2058,12-25-2022,18,25,10,49,20.0,888.96
2059,2024-10-29,17,21,9,61,-5.0,1832.48
2060,11-19-2023,22,194,22,30,0.0,596.64
2061,27/04/2024,25,129,10,13,,511.89
2062,06-16-2022,12,19,55,36,120.0,
2063,05/09/2023,10,65,72,35,,383.28
2064,08-09-2024,15,149,56,65,-5.0,1963.81
2065,2024-09-27,5,160,53,65,15.0,1855.73
2066,19/05/2023,18,10,47,87,10.0,193.96
2067,08-20-2022,19,110,83,68,10.0,1729.02
2068,2023-04-10,20,53,53,64,20.0,486.66
2069,27/01/2022,9,111,8,57,,706.01
2070,14/02/2024,1,154,91,34,15.0,378.26
2071,05/01/2023,10,130,56,62,120.0,
2072,2024-09-29,8,117,29,25,5.0,237.25
2073,19/01/2022,6,39,47,67,10.0,903.91
2074,08-05-2024,8,35,38,28,10.0,1087.33
2075,12-13-2023,6,134,15,61,5.0,
2076,2024-08-31,21,91,47,73,10.0,992.0
2077,29/07/2022,18,56,58,86,20.0,783.27
2078,07-17-2022,2,173,75,42,10.0,165.11
2079,10/01/2024,16,139,99,48,15.0,1541.9
2080,09-21-2022,11,178,2,77,,1240.16
2081,04-16-2024,1,1,74,15,0.0,351.56
2082,19/05/2023,23,17,33,68,0.0,1689.47
2083,03-10-2023,24,171,29,60,0.0,1739.3
2084,06-13-2023,13,63,78,80,15.0,514.03
2085,2023-12-28,12,143,79,34,0.0,1365.08
2086,2023-10-25,24,132,74,11,120.0,1859.5
2087,06/12/2024,21,84,80,43,5.0,795.87
2088,2024-01-01,7,76,85,48,999.0,1548.6
2089,2024-09-16,1,91,27,39,15.0,1229.11
2090,05-15-2022,9,88,99,25,0.0,749.56
2091,02-04-2024,3,65,52,77,-5.0,990.76
2092,06-21-2023,22,199,13,19,20.0,848.53
2093,09-13-2022,9,123,37,66,5.0,1259.11
2094,2023-10-30,19,50,73,29,999.0,906.53
2095,2024-06-10,17,98,86,9,120.0,1071.6
2096,23/10/2022,11,97,24,66,0.0,1093.75
2097,2022-12-29,10,172,62,76,,
2098,24/08/2022,9,71,15,14,15.0,
2099,28/07/2022,5,103,84,16,15.0,905.99
2100,2023-04-13,24,11,83,47,15.0,
2101,30/04/2023,21,71,33,22,15.0,353.7
2102,13/06/2024,17,26,29,56,,606.16
2103,2024-01-21,24,78,41,87,5.0,259.85
2104,12-22-2023,2,33,6,88,20.0,1412.7
2105,06/03/2024,3,42,21,77,-5.0,377.2
2106,29/05/2022,24,37,97,31,5.0,1191.99
2107,2024-07-12,7,131,57,30,15.0,902.59
2108,2024-08-20,18,100,78,30,20.0,1331.98
2109,06-22-2022,6,54,82,57,15.0,794.71
2110,2023-08-20,6,30,37,89,20.0,
2111,2024-09-17,11,8,3,42,10.0,293.01
2112,07/10/2024,23,144,64,54,0.0,1110.71
2113,10-14-2022,24,105,24,82,20.0,1828.67
2114,20/07/2024,9,152,60,68,0.0,391.63
2115,07/08/2024,2,83,96,5,5.0,1023.46
2116,17/03/2023,1,55,54,35,10.0,784.78
2117,20/02/2023,3,44,6,13,0.0,405.99
2118,12/02/2022,24,65,72,36,15.0,
2119,05-11-2024,18,86,12,41,10.0,1966.17
2120,2024-06-13,21,111,88,18,999.0,
2121,06/09/2022,6,81,27,6,0.0,715.54
2122,2024-07-29,9,140,100,47,-5.0,1919.19
2123,2024-03-11,7,195,55,23,5.0,1109.17
2124,2024-12-21,18,154,57,79,15.0,1743.53
2125,2023-09-05,6,90,1,50,20.0,625.8
2126,2024-08-07,11,31,57,87,0.0,
2127,25/07/2023,4,56,40,57,120.0,762.38
2128,03-29-2022,23,84,52,17,-5.0,483.48
2129,04-06-2024,21,98,7,8,999.0,536.11
2130,2023-09-14,9,121,35,57,999.0,1449.0
2131,2022-01-28,25,86,44,16,15.0,
2132,2022-12-20,15,23,69,45,999.0,842.22
2133,05/03/2024,9,27,70,30,120.0,1342.85
2134,03-10-2022,21,33,29,64,-5.0,671.97
2135,08/06/2024,24,75,58,12,-5.0,290.81
2136,2023-03-24,23,29,94,15,20.0,1061.6
2137,2022-12-03,10,172,86,61,10.0,1613.74
2138,2022-02-06,16,16,56,90,,360.79
2139,11-07-2023,9,52,60,10,10.0,605.58
2140,2022-08-17,25,187,87,53,-5.0,701.43
2141,2023-02-19,22,51,81,37,0.0,
2142,2022-12-25,11,98,64,80,120.0,908.49
2143,14/05/2024,16,76,64,38,120.0,1501.65
2144,23/10/2022,13,152,69,51,120.0,
2145,27/07/2022,23,79,31,38,5.0,
2146,07/02/2024,7,107,74,9,0.0,807.85
2147,2022-09-29,10,119,7,18,15.0,1763.91
2148,22/11/2023,17,197,85,57,0.0,1302.53
2149,06-24-2024,13,7,89,52,,1712.8
2150,2024-06-13,22,136,34,82,,1697.44
2151,2023-04-29,21,187,70,72,5.0,1856.01
2152,04-20-2022,15,20,40,26,15.0,130.16
2153,05-25-2023,15,181,57,54,0.0,1482.34
2154,21/09/2023,1,163,15,54,10.0,609.32
2155,21/03/2022,4,133,62,88,15.0,1815.58
2156,09-20-2022,1,77,63,52,5.0,978.64
2157,03-21-2022,19,158,100,6,20.0,1439.58
2158,12-06-2024,7,80,95,60,-5.0,
2159,2024-03-06,19,109,86,25,20.0,511.57
2160,11-24-2024,23,121,87,8,15.0,
2161,03-02-2022,19,88,100,11,20.0,
2162,19/03/2023,14,81,44,63,999.0,1001.48
2163,08-03-2024,25,122,72,68,-5.0,1459.53
2164,30/03/2023,23,93,8,16,120.0,1166.66
2165,19/02/2024,17,198,62,34,120.0,522.63
2166,20/02/2022,12,20,18,21,0.0,344.02
2167,09-01-2022,18,81,57,32,15.0,765.7
2168,04-15-2022,17,33,48,38,999.0,
2169,25/01/2023,7,141,6,86,120.0,1862.76
2170,2024-05-20,9,142,60,16,5.0,450.96
2171,2023-12-19,24,71,14,50,15.0,1092.51
2172,30/04/2022,7,57,69,47,10.0,31.09
2173,06-12-2022,13,181,77,19,10.0,80.83
2174,24/02/2024,22,130,23,10,5.0,1470.19
2175,2024-07-20,18,80,46,73,120.0,1548.37
2176,05-03-2024,1,3,6,33,-5.0,71.1
2177,25/02/2023,6,197,95,11,999.0,1941.61
2178,02/07/2022,14,63,18,77,-5.0,1178.32
2179,2024-02-04,13,122,71,33,,990.34
2180,2024-07-21,20,104,89,81,,
2181,2022-06-07,13,172,61,14,15.0,810.86
2182,12-02-2023,2,91,97,45,0.0,1182.67
2183,06/05/2022,24,74,16,54,,698.61
2184,31/07/2024,22,134,1,46,-5.0,121.02
2185,03-06-2023,1,99,93,48,10.0,1626.54
2186,05-11-2022,13,109,51,26,,653.26
2187,26/02/2023,18,33,58,28,10.0,141.7
2188,2023-03-07,22,198,68,67,999.0,294.89
2189,09-15-2024,13,85,5,78,5.0,246.02
2190,01-04-2024,7,195,32,70,5.0,966.2
2191,2024-09-13,14,21,71,36,0.0,1665.08
